ac_no,ac_name,district,state,region,reserved_for,candidate_name,party,alliance,is_incumbent,education,profession,age,gender,assets,liabilities,criminal_cases,literacy,community,eci_approved,party_approved,nomination_status,nomination_date,affidavit_url,eci_candidate_id,contact,website,x_handle,source,predicted_winner
132,Constituency #132,Sivaganga,Tamil Nadu,SOUTH,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣30.3 Cr,,1,94.63553536982664,,False,False,,,,,,,,curated,NDA
133,Constituency #133,Karur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣29.4 Cr,,1,88.89943083451688,,False,False,,,,,,,,curated,SPA
133,Constituency #133,Karur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣18.8 Cr,,2,89.11088228021076,,False,False,,,,,,,,curated,SPA
133,Constituency #133,Karur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣6.0 Cr,,1,87.55445380638187,,False,False,,,,,,,,curated,SPA
133,Constituency #133,Karur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣42.6 Cr,,2,87.0001542638292,,False,False,,,,,,,,curated,SPA
134,Constituency #134,Madurai,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣46.6 Cr,,2,90.75501632714366,,False,False,,,,,,,,curated,SPA
134,Constituency #134,Madurai,Tamil Nadu,SOUTH,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣46.4 Cr,,0,91.52207261715637,,False,False,,,,,,,,curated,SPA
134,Constituency #134,Madurai,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣8.9 Cr,,1,87.67026432708778,,False,False,,,,,,,,curated,SPA
134,Constituency #134,Madurai,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣20.0 Cr,,2,90.1112440876803,,False,False,,,,,,,,curated,SPA
135,Constituency #135,Mayiladuthurai,Tamil Nadu,CENTRAL,SC,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣26.7 Cr,,1,91.74410501478992,,False,False,,,,,,,,curated,SPA
135,Constituency #135,Mayiladuthurai,Tamil Nadu,CENTRAL,SC,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣17.3 Cr,,1,90.45201959357107,,False,False,,,,,,,,curated,SPA
135,Constituency #135,Mayiladuthurai,Tamil Nadu,CENTRAL,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣7.3 Cr,,0,91.61332692795347,,False,False,,,,,,,,curated,SPA
135,Constituency #135,Mayiladuthurai,Tamil Nadu,CENTRAL,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣25.8 Cr,,1,94.8254882829448,,False,False,,,,,,,,curated,SPA
136,Constituency #136,The Nilgiris,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣42.2 Cr,,1,91.10107322974555,,False,False,,,,,,,,curated,SPA
136,Constituency #136,The Nilgiris,Tamil Nadu,WEST,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣7.3 Cr,,1,86.8133383144167,,False,False,,,,,,,,curated,SPA
136,Constituency #136,The Nilgiris,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣26.9 Cr,,0,88.56472954829914,,False,False,,,,,,,,curated,SPA
136,Constituency #136,The Nilgiris,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣19.8 Cr,,0,90.28469913046253,,False,False,,,,,,,,curated,SPA
137,Constituency #137,Thanjavur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,INC,SPA,False,12th Pass,,,,Γé╣31.4 Cr,,0,92.72226385103416,,False,False,,,,,,,,curated,NDA
137,Constituency #137,Thanjavur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣6.0 Cr,,1,93.93781124408684,,False,False,,,,,,,,curated,NDA
137,Constituency #137,Thanjavur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣24.5 Cr,,2,85.71526739562778,,False,False,,,,,,,,curated,NDA
137,Constituency #137,Thanjavur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣12.6 Cr,,2,90.34366761948986,,False,False,,,,,,,,curated,NDA
138,Constituency #138,Namakkal,Tamil Nadu,WEST,SC,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣35.6 Cr,,0,94.29554227875227,,False,False,,,,,,,,curated,SPA
138,Constituency #138,Namakkal,Tamil Nadu,WEST,SC,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣42.4 Cr,,1,94.40405400995375,,False,False,,,,,,,,curated,SPA
138,Constituency #138,Namakkal,Tamil Nadu,WEST,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣10.1 Cr,,2,87.89718089725969,,False,False,,,,,,,,curated,SPA
138,Constituency #138,Namakkal,Tamil Nadu,WEST,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣9.4 Cr,,1,85.21566823900011,,False,False,,,,,,,,curated,SPA
139,Constituency #139,Dharmapuri,Tamil Nadu,WEST,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣46.8 Cr,,0,90.93344723083499,,False,False,,,,,,,,curated,SPA
139,Constituency #139,Dharmapuri,Tamil Nadu,WEST,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣36.1 Cr,,2,86.21766498895569,,False,False,,,,,,,,curated,SPA
139,Constituency #139,Dharmapuri,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣19.9 Cr,,1,93.44852899059106,,False,False,,,,,,,,curated,SPA
139,Constituency #139,Dharmapuri,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣33.5 Cr,,1,93.3878578221033,,False,False,,,,,,,,curated,SPA
140,Constituency #140,Erode,Tamil Nadu,WEST,GEN,SPA Nominee,VCK,SPA,False,12th Pass,,,,Γé╣3.5 Cr,,0,93.50551083639247,,False,False,,,,,,,,curated,NDA
140,Constituency #140,Erode,Tamil Nadu,WEST,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣34.0 Cr,,0,89.85087008229358,,False,False,,,,,,,,curated,NDA
140,Constituency #140,Erode,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣23.4 Cr,,0,85.91170708623947,,False,False,,,,,,,,curated,NDA
140,Constituency #140,Erode,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣44.7 Cr,,1,86.99862906076883,,False,False,,,,,,,,curated,NDA
141,Constituency #141,Tirupattur,Tamil Nadu,NORTH,SC,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣18.2 Cr,,0,94.56009932070471,,False,False,,,,,,,,curated,SPA
141,Constituency #141,Tirupattur,Tamil Nadu,NORTH,SC,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣17.6 Cr,,2,90.44186377851358,,False,False,,,,,,,,curated,SPA
141,Constituency #141,Tirupattur,Tamil Nadu,NORTH,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣6.5 Cr,,0,87.76019012614357,,False,False,,,,,,,,curated,SPA
141,Constituency #141,Tirupattur,Tamil Nadu,NORTH,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣7.0 Cr,,1,91.32842041545116,,False,False,,,,,,,,curated,SPA
142,Constituency #142,Kallakurichi,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣50.7 Cr,,2,88.15598299086223,,False,False,,,,,,,,curated,SPA
142,Constituency #142,Kallakurichi,Tamil Nadu,NORTH,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣28.8 Cr,,0,91.28846409249375,,False,False,,,,,,,,curated,SPA
142,Constituency #142,Kallakurichi,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣35.8 Cr,,0,86.48777097756154,,False,False,,,,,,,,curated,SPA
142,Constituency #142,Kallakurichi,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣32.4 Cr,,1,87.06608773511877,,False,False,,,,,,,,curated,SPA
143,Constituency #143,Chengalpattu,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣18.3 Cr,,1,88.32110473251623,,False,False,,,,,,,,curated,NDA
143,Constituency #143,Chengalpattu,Tamil Nadu,NORTH,GEN,NDA Nominee,PMK,NDA,True,12th Pass,,,,Γé╣1.1 Cr,,2,94.30221700030182,,False,False,,,,,,,,curated,NDA
143,Constituency #143,Chengalpattu,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣9.6 Cr,,0,88.23301718906815,,False,False,,,,,,,,curated,NDA
143,Constituency #143,Chengalpattu,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣47.8 Cr,,2,89.97104465517346,,False,False,,,,,,,,curated,NDA
144,Constituency #144,Ranipet,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣27.3 Cr,,0,90.64017916712118,,False,False,,,,,,,,curated,SPA
144,Constituency #144,Ranipet,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣37.6 Cr,,1,91.90465993262954,,False,False,,,,,,,,curated,SPA
144,Constituency #144,Ranipet,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣29.7 Cr,,1,87.41919772558528,,False,False,,,,,,,,curated,SPA
144,Constituency #144,Ranipet,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣28.3 Cr,,0,86.76110976407499,,False,False,,,,,,,,curated,SPA
145,Madurai Central,Madurai,Tamil Nadu,SOUTH,GEN,PTR Palanivel Thiagarajan,DMK,SPA,True,Professional Degree,,,,Γé╣6.6 Cr,,1,89.62767486659567,,False,False,,,,,,,,curated,SPA
145,Madurai Central,Madurai,Tamil Nadu,SOUTH,GEN,V. V. Rajan,AIADMK,NDA,False,Doctorate,,,,Γé╣44.7 Cr,,1,85.87503485313673,,False,False,,,,,,,,curated,SPA
145,Madurai Central,Madurai,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣25.2 Cr,,1,93.18063713814827,,False,False,,,,,,,,curated,SPA
145,Madurai Central,Madurai,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣23.0 Cr,,0,90.11737914781538,,False,False,,,,,,,,curated,SPA
146,Constituency #146,Virudhunagar,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣18.0 Cr,,0,87.31173811625736,,False,False,,,,,,,,curated,SPA
146,Constituency #146,Virudhunagar,Tamil Nadu,SOUTH,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣31.0 Cr,,1,92.95502896313604,,False,False,,,,,,,,curated,SPA
146,Constituency #146,Virudhunagar,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣45.5 Cr,,1,91.08308434164968,,False,False,,,,,,,,curated,SPA
146,Constituency #146,Virudhunagar,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣20.2 Cr,,0,93.88151849936882,,False,False,,,,,,,,curated,SPA
147,Constituency #147,Tenkasi,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣36.5 Cr,,1,90.96599274784765,,False,False,,,,,,,,curated,SPA
147,Constituency #147,Tenkasi,Tamil Nadu,SOUTH,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣16.1 Cr,,2,93.66822644261705,,False,False,,,,,,,,curated,SPA
147,Constituency #147,Tenkasi,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣11.5 Cr,,2,87.64994801876406,,False,False,,,,,,,,curated,SPA
147,Constituency #147,Tenkasi,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣4.8 Cr,,0,87.16199995310443,,False,False,,,,,,,,curated,SPA
148,Constituency #148,Theni,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣19.5 Cr,,1,93.90662801809373,,False,False,,,,,,,,curated,NDA
148,Constituency #148,Theni,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣50.1 Cr,,0,87.52209982667826,,False,False,,,,,,,,curated,NDA
148,Constituency #148,Theni,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣13.6 Cr,,2,91.32765184199884,,False,False,,,,,,,,curated,NDA
148,Constituency #148,Theni,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣48.7 Cr,,0,85.69993351300002,,False,False,,,,,,,,curated,NDA
149,Constituency #149,Perambalur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣33.6 Cr,,1,89.94813400370657,,False,False,,,,,,,,curated,SPA
149,Constituency #149,Perambalur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣8.2 Cr,,0,92.67264562567462,,False,False,,,,,,,,curated,SPA
149,Constituency #149,Perambalur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣4.1 Cr,,2,92.51338508443392,,False,False,,,,,,,,curated,SPA
149,Constituency #149,Perambalur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣23.1 Cr,,2,88.53832956470916,,False,False,,,,,,,,curated,SPA
150,Constituency #150,Pudukkottai,Tamil Nadu,CENTRAL,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣24.1 Cr,,1,90.86572719588892,,False,False,,,,,,,,curated,SPA
150,Constituency #150,Pudukkottai,Tamil Nadu,CENTRAL,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣32.3 Cr,,0,91.2609787476954,,False,False,,,,,,,,curated,SPA
150,Constituency #150,Pudukkottai,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣3.4 Cr,,1,90.09967214835136,,False,False,,,,,,,,curated,SPA
150,Constituency #150,Pudukkottai,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣20.3 Cr,,0,90.93449206578303,,False,False,,,,,,,,curated,SPA
151,Constituency #151,Nagapattinam,Tamil Nadu,CENTRAL,GEN,SPA Nominee,INC,SPA,False,12th Pass,,,,Γé╣22.3 Cr,,1,87.762897798471,,False,False,,,,,,,,curated,NDA
151,Constituency #151,Nagapattinam,Tamil Nadu,CENTRAL,GEN,NDA Nominee,PMK,NDA,True,12th Pass,,,,Γé╣12.3 Cr,,0,90.50115546145861,,False,False,,,,,,,,curated,NDA
151,Constituency #151,Nagapattinam,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣14.1 Cr,,1,94.02146553205552,,False,False,,,,,,,,curated,NDA
151,Constituency #151,Nagapattinam,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣1.3 Cr,,1,91.38455034319301,,False,False,,,,,,,,curated,NDA
152,Constituency #152,Ariyalur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣14.8 Cr,,0,87.28400638659087,,False,False,,,,,,,,curated,SPA
152,Constituency #152,Ariyalur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣30.5 Cr,,2,87.90383033501062,,False,False,,,,,,,,curated,SPA
152,Constituency #152,Ariyalur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣24.1 Cr,,1,92.24551634774397,,False,False,,,,,,,,curated,SPA
152,Constituency #152,Ariyalur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣15.2 Cr,,1,89.8196420031879,,False,False,,,,,,,,curated,SPA
153,Constituency #153,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣2.9 Cr,,2,91.81834015005079,,False,False,,,,,,,,curated,SPA
153,Constituency #153,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣36.4 Cr,,2,85.60760554745781,,False,False,,,,,,,,curated,SPA
153,Constituency #153,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣32.9 Cr,,0,88.77549407977892,,False,False,,,,,,,,curated,SPA
153,Constituency #153,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣19.9 Cr,,2,87.21721476555332,,False,False,,,,,,,,curated,SPA
154,Constituency #154,Salem,Tamil Nadu,WEST,GEN,SPA Nominee,VCK,SPA,False,12th Pass,,,,Γé╣10.6 Cr,,0,87.66236693326832,,False,False,,,,,,,,curated,NDA
154,Constituency #154,Salem,Tamil Nadu,WEST,GEN,NDA Nominee,BJP,NDA,True,12th Pass,,,,Γé╣14.1 Cr,,1,85.24078860242714,,False,False,,,,,,,,curated,NDA
154,Constituency #154,Salem,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣8.8 Cr,,0,92.18762362959134,,False,False,,,,,,,,curated,NDA
154,Constituency #154,Salem,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣42.0 Cr,,2,88.43979171003959,,False,False,,,,,,,,curated,NDA
155,Constituency #155,Krishnagiri,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣6.9 Cr,,1,85.59686230585685,,False,False,,,,,,,,curated,SPA
155,Constituency #155,Krishnagiri,Tamil Nadu,WEST,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣12.0 Cr,,2,90.947564213053,,False,False,,,,,,,,curated,SPA
155,Constituency #155,Krishnagiri,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣32.7 Cr,,0,87.61644015534952,,False,False,,,,,,,,curated,SPA
155,Constituency #155,Krishnagiri,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣5.7 Cr,,2,91.26479984362379,,False,False,,,,,,,,curated,SPA
156,Constituency #156,Coimbatore,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣19.0 Cr,,1,91.103859666336,,False,False,,,,,,,,curated,NDA
156,Constituency #156,Coimbatore,Tamil Nadu,WEST,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣6.5 Cr,,0,92.06230250243709,,False,False,,,,,,,,curated,NDA
156,Constituency #156,Coimbatore,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣45.6 Cr,,1,87.64435979675665,,False,False,,,,,,,,curated,NDA
156,Constituency #156,Coimbatore,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣32.7 Cr,,2,88.68718638222525,,False,False,,,,,,,,curated,NDA
157,Constituency #157,Ranipet,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣44.9 Cr,,1,86.4473192141119,,False,False,,,,,,,,curated,SPA
157,Constituency #157,Ranipet,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣13.4 Cr,,0,92.4508246703745,,False,False,,,,,,,,curated,SPA
157,Constituency #157,Ranipet,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣30.9 Cr,,2,91.339752103963,,False,False,,,,,,,,curated,SPA
157,Constituency #157,Ranipet,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣30.2 Cr,,0,86.66352571427753,,False,False,,,,,,,,curated,SPA
158,Constituency #158,Villupuram,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣22.2 Cr,,2,93.26309021056741,,False,False,,,,,,,,curated,SPA
158,Constituency #158,Villupuram,Tamil Nadu,NORTH,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣15.8 Cr,,2,88.9148687706258,,False,False,,,,,,,,curated,SPA
158,Constituency #158,Villupuram,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣48.7 Cr,,1,92.74277021091281,,False,False,,,,,,,,curated,SPA
158,Constituency #158,Villupuram,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣23.1 Cr,,1,90.89053070670636,,False,False,,,,,,,,curated,SPA
159,Constituency #159,Kancheepuram,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣8.0 Cr,,0,92.36327505641802,,False,False,,,,,,,,curated,NDA
159,Constituency #159,Kancheepuram,Tamil Nadu,NORTH,GEN,NDA Nominee,PMK,NDA,True,12th Pass,,,,Γé╣38.1 Cr,,2,86.38958727643411,,False,False,,,,,,,,curated,NDA
159,Constituency #159,Kancheepuram,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣43.9 Cr,,1,93.56620000582737,,False,False,,,,,,,,curated,NDA
159,Constituency #159,Kancheepuram,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣36.1 Cr,,1,87.08694347418643,,False,False,,,,,,,,curated,NDA
160,Constituency #160,Vellore,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣33.4 Cr,,0,85.30811621369786,,False,False,,,,,,,,curated,NDA
160,Constituency #160,Vellore,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣8.2 Cr,,0,87.79776469958593,,False,False,,,,,,,,curated,NDA
160,Constituency #160,Vellore,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣32.6 Cr,,1,89.56829508379235,,False,False,,,,,,,,curated,NDA
160,Constituency #160,Vellore,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣18.4 Cr,,1,85.19642109946773,,False,False,,,,,,,,curated,NDA
161,Constituency #161,Kanyakumari,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣43.8 Cr,,1,88.03227876787251,,False,False,,,,,,,,curated,SPA
161,Constituency #161,Kanyakumari,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣48.0 Cr,,0,92.12233946853219,,False,False,,,,,,,,curated,SPA
161,Constituency #161,Kanyakumari,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣31.8 Cr,,0,86.96978567983939,,False,False,,,,,,,,curated,SPA
161,Constituency #161,Kanyakumari,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣50.3 Cr,,0,92.36023962137847,,False,False,,,,,,,,curated,SPA
162,Constituency #162,Ramanathapuram,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣24.6 Cr,,2,93.4814933991243,,False,False,,,,,,,,curated,NDA
162,Constituency #162,Ramanathapuram,Tamil Nadu,SOUTH,GEN,NDA Nominee,BJP,NDA,True,12th Pass,,,,Γé╣50.5 Cr,,2,89.49503355717142,,False,False,,,,,,,,curated,NDA
162,Constituency #162,Ramanathapuram,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣50.4 Cr,,2,92.75166259067805,,False,False,,,,,,,,curated,NDA
162,Constituency #162,Ramanathapuram,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣48.2 Cr,,0,90.21789931939529,,False,False,,,,,,,,curated,NDA
163,Constituency #163,Tirunelveli,Tamil Nadu,SOUTH,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣49.6 Cr,,2,89.52675386367171,,False,False,,,,,,,,curated,NDA
163,Constituency #163,Tirunelveli,Tamil Nadu,SOUTH,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣7.5 Cr,,1,85.68824480891654,,False,False,,,,,,,,curated,NDA
163,Constituency #163,Tirunelveli,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣14.1 Cr,,1,86.80085550183986,,False,False,,,,,,,,curated,NDA
163,Constituency #163,Tirunelveli,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣10.7 Cr,,1,87.4815198027894,,False,False,,,,,,,,curated,NDA
164,Constituency #164,Dindigul,Tamil Nadu,SOUTH,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣5.9 Cr,,1,91.12881191896399,,False,False,,,,,,,,curated,SPA
164,Constituency #164,Dindigul,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣50.5 Cr,,2,91.73174564792862,,False,False,,,,,,,,curated,SPA
164,Constituency #164,Dindigul,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣8.0 Cr,,2,86.71572643356792,,False,False,,,,,,,,curated,SPA
164,Constituency #164,Dindigul,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣31.8 Cr,,0,88.50768317214647,,False,False,,,,,,,,curated,SPA
165,Constituency #165,Sivaganga,Tamil Nadu,SOUTH,GEN,SPA Nominee,VCK,SPA,False,12th Pass,,,,Γé╣8.3 Cr,,1,87.84370807418068,,False,False,,,,,,,,curated,NDA
165,Constituency #165,Sivaganga,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣24.3 Cr,,0,90.89019750424094,,False,False,,,,,,,,curated,NDA
165,Constituency #165,Sivaganga,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣27.5 Cr,,1,89.65175558292631,,False,False,,,,,,,,curated,NDA
